chain,protocol,contract,owner,tokenId
FLR,ENOSYS_LP,0xD9770b1C7A6ccd33C75b5bcB1c0078f46bE46657,0xd6E32Db6DeeCeC3340254A20F891f817FDf6C4b1,28164
FLR,ENOSYS_LP,0xD9770b1C7A6ccd33C75b5bcB1c0078f46bE46657,0xd6E32Db6DeeCeC3340254A20F891f817FDf6C4b1,28206
FLR,ENOSYS_LP,0xD9770b1C7A6ccd33C75b5bcB1c0078f46bE46657,0xd6E32Db6DeeCeC3340254A20F891f817FDf6C4b1,28280
FLR,ENOSYS_LP,0xD9770b1C7A6ccd33C75b5bcB1c0078f46bE46657,0xd6E32Db6DeeCeC3340254A20F891f817FDf6C4b1,28281
