chain,protocol,contract,owner,troveId
FLR,ENOSYS_LOAN_FXRP,0x5734E64d12621d353772D05210675B17923F3ff6,0xd6E32Db6DeeCeC3340254A20F891f817FDf6C4b1,20285168679229002318623023762649657770063354360648649095763862435034143726595
