chain,protocol,contract,owner,troveId
FLR,ENOSYS_LOAN_WFLR,0x9EC6e96C8A96083daAAa68016FFcEd3D0606D72E,0xd6E32Db6DeeCeC3340254A20F891f817FDf6C4b1,87530829835525246270660452570312176697954912652335608715397512270219023347664
